"","name","cmnt","like","year","month","day","hour"
"44939","Зоя Ярош","+",0,2016,4,24,14
"44944","Али Эмир Али","Да ты закалибала",1,2016,4,24,14
"44949","Sophia Ostritsky","красота smile emoticon спасибо",1,2016,4,24,14
"44955","Maruf Kasymov","Жанна Дарк )",1,2016,4,24,14
"44960","Курмашева Жазира","Қайран қазағым ата-бабам жаумен беріспей елі жері үшін,жанын қиып бақилық болса.Енді міне қаншама жыл өтіп,ғасыр салып жері үшін халқымыз жан ұшыра жүрегіндегі наз айқайын билік басына жеткізе алмай жатырған заманда.Онсызда шетелдіктер барымызды жалмап болды емеспе.Қарағымау сенікі мынау не тұрыс?ұяалсаң етті )))",0,2016,4,24,14
"44965","Assema Ja","Не смотри,все очень просто, а смотришь тогда не обижай",3,2016,4,24,15
"44970","Laylo Laylo","Сассик фу",2,2016,4,24,14
"44975","Mukhtar Mukhtaroff","Изящный IPhone",1,2016,4,24,14
"44980","Lisa Savvina","""Мое тело - мои правила""",5,2016,4,24,14
"44985","Райхан Адилгалиева","Песня из саундтрека фильма Ф.Бандарчука. название ни как не вспомню...  Жизнь пролетит, не успеешь оглянуться,",1,2016,4,24,14
"44991","Kalybek Bekbaganbetov","Тут твою землю продают, а ты уже разделась. Или это спецслужбы отвлекают от главного создав этот флешмоб.",6,2016,4,24,15
"44996","Olzhas De Neyev","Может мы и параноики, но я тоже об этом подумал. Как-то быстро все завертелось...",0,2016,4,24,15
"45001","Assema Ja","Хватит причитать ата-баба и прочая ерунда, ханжество и зависть во многих коментах.назыается не худенькая а стройная грациозная и красивая молодая женщина, и на ошибки в тексте нам плевать",4,2016,4,24,15
"45006","Kayum Yusufov","Красива! Молодец!",2,2016,4,24,15
"45011","Alik UUmbetovv","көтіңді қысшы",0,2016,4,24,19
"45016","Marzhan Slambekova","Ужас! Читаю коменты на каз, что народ только не пишет!!! Это же такие оскорбления! Да как вам не стыдно подобное писать??? Никакого уважения или толерантности!Уяттарын кайда??? Не деген тарбиесiздiк? Бул кiсi не корсеткiсi келсе, озi бiлер, кiнасi-озiн",7,2016,4,24,15
"45021","Казына Садакбай","Дурыс айтылган создер) арким оз тагдырынын кожасы.",0,2016,4,22,1
"45026","Казына Садакбай","Автор, айткан пикиринизге толыктай косыламын. Казирги кездеги кыздардын осындай кадамга баруы осы себептерден болуы мумкин",0,2016,4,22,1
"45031","Арайлым Досжанова","Кай жеринди корсетип мантанып турганынды тусинбедим. Еш жерин келисип турган жок. Корсеткесин фигураныз келисип туруы керек. Ешкимде кызыга да қызғана да карай алмайды. Жанна Дарк дейди гой. Жанна Дарк осылай журиппа екен маскара.",3,2016,4,24,15
"45036","Ekaterina Romanova","Всем критикам советую посетить музей Родена в Париже. Автору поста БРАВО!",7,2016,4,24,15
"45041","Андрей Съедин","Давайте не надо. Не хочется эти рожи видеть в Париже",8,2016,4,24,15
"45046","Alik UUmbetovv","көтіңді қысшы",0,2016,4,24,19
"45051","Усенова Айдана","Что то я не понимаю , что происходит , у каждой второй есть фото в купальнике ? И что? Или из за текста шлюшкой обзывают?",2,2016,4,24,15
"45056","Angela Aravina","Средневековье атакует)))) Ничего, динозавры вымерли, и питекантропы когда-нибудь тоже.",5,2016,4,24,15
"45061","Zhanna Parkhomenko","Ковер зачетный",4,2016,4,24,16
"45066","Абдураззак Нургалиев","Үй ләънәті ертең осы денені тозақтың жалыны күйдіргенде осы сәтін есіне алып өкінеді.",3,2016,4,24,16
"45071","Андрій Павленко","Все правильно. Немного не по себе от того, что все обсуждают фото, хотя стоило бы осмыслить написанное. Невольно словил себя на том, что осуждаю консерватизм и ханжество затабуированных комментаторов. Они показались мне неприятными, иными, голубая пла",5,2016,4,24,16
"45076","Ануар Ашимов","Дело не в национальной принадлежности, а в воспитании. Зачем говорить об интимных вещах во всеуслышание,не проще сходить к сексологу и проконсультироваься? И глобализация не всегда есть хорошо, мы терям наши ценности, забываем кто мы и откуда и не надо про общий дух и т.д. Завтра на это фото посмотрят наши дети и будут подражать, к чему это приведет итак понятно... Очень жаль друзья, очень жаль!!!",8,2016,4,24,16
"45081","Tanya Fominova","К чему это приведет?",2,2016,4,24,18
"45086","Dmytro Serebrennikov","После этого поста даже не хочется читать, что там про вас разные дурачки писали. Но Казахстан в смысле половых табу и запретов далеко не одинок. Это распространенная дурь по всей территории нашей канувшей слава богу в вечность единой республики",2,2016,4,24,16
"45091","Karlygash Arymbayeva","Простит утки восстали!",4,2016,4,24,16
"45096","Urma Tilekov","А вы прочтите свой комментарий несколько раз. smile emoticon",0,2016,4,24,17
"45101","Виктор Гунин","Так и замуж выйти недолго 😀",0,2016,4,24,17
"45106","Karlygash Arymbayeva","Karlygash Arymbayeva Karlygash Arymbayeva's photo.",2,2016,4,24,17
"45112","Алтай Карабалкин","Дура",2,2016,4,24,17
"45117","Amanbek Jinxuu","A hudai sahta ne istep tur",1,2016,4,24,17
"45122","Mahambet Bihasimov","👍🏻👍🏻👍🏻",0,2016,4,24,17
"45127","Умбед Кобейулы","Её поддерживають в коменте такие же как она.",2,2016,4,24,23
"45132","Гулайна Усенбекова","А,жену такую не хочешь?",0,2016,4,24,22
"45137","Умбед Кобейулы","У меня жена нагыз Казактын кызы. Нагыз келин. А не как это тряпка. Такие для меня как тряпки. Таких использывають и бросают.",1,2016,4,24,22
"45142","Бакыт Нуржанов","АЗДЫН АУ КАЗАГЫМ",2,2016,4,24,17
"45147","Parviz Abduganiev","На мой взгляд, девушка просто бросила вызов всем консервативным взглядам и устоям, стереотипам восточных девушек и т.д. Мы уже все с вами живём в безумно современном мире, где обнаженной спиной и неплохой попкой, сложно кого-либо удивить. И честно гов",14,2016,4,24,18
"45152","Parviz Abduganiev","А я разве сказал, что каждая вторая или третья мусульманка делает так?! Нет! Ещё в начале своего комментария, я написал, что эта девушка бросает вызов стереотипам и консервативным устоям. И это совсем не означает, что каждый её пост будет выложен с об",4,2016,4,24,18
"45157","Parviz Abduganiev","Обращение было не к вам лично. А что касается моей реакции будь на фото моя дочь, которой у меня пока нет, думаю, что лучше мне исходить из ситуаций пост фактум, или по факту. Говорить заранее, честно говоря, не люблю. Да и ситуации ведь разные бывают?!)",0,2016,4,24,19
"45162","Фаен Строитель","Чё та утром сегодня холодно.",1,2016,4,24,18
"45167","Фаен Строитель","Одевайтесь теплее, астанчане",1,2016,4,24,18
"45172","Dana Kops","Очень красивая фигура, красивая девушка. Не вижу ничего аморального, может у меня тоже с мозгами не так?)))",1,2016,4,24,18
"45177","Cenk Yilmaz","Ну конечно не так. Что ж тут хорошего или культурного в раздевании на публику.",2,2016,4,24,18
"45182","Dana Kops","Нельзя на пляже ходить в купальнике! Гимнастам надо выступать в балахонах! Нельзя выпускать мужские журналы типа Плейбой! Нельзя, нельзя, нельзя... Увы наше общество привыкло жить в постоянном осуждении любого поведения. Женщина действительно должна бы",3,2016,4,24,18
"45187","Aigera Kanafina","Вот так и превратится в Запад недалеко) кто хочет откровенно говорить на подобные темы говорит, и им будет по барабану на то, что о нем подумают или скажут. А остальные просто более воспитанные или возможно религиозные люди будут и дальше придерживаться приличности.",5,2016,4,24,18
"45192","Tanya Fominova","Боюсь, что в Запад мы не превратимся, даже если все разденемся. Нам до него еще пару веков развития не хватает.",2,2016,4,24,18
"45197","Aigera Kanafina","Как по мне, то я не особо горю желанием превратиться в ту страну, где ходить голышом станет нормальным) а после чего стать свидетелем гей-парадов, и женить своего сына на каком-нибудь соседском парнишке, беспредел по улицам, дочь, которая в 15 лет впад",5,2016,4,24,19
"45202","Наталья Ли","Молодец...многие думают...но не решаются сказать...",2,2016,4,24,18
"45207","Alik UUmbetovv","көтіңді қысшы",0,2016,4,24,19
"45212","Салтанат Сейдахметова","Отчаянная и смелая))) каждый выражается как может)",0,2016,4,24,18
"45217","Angel De Jesus Zarate Erias","K sabrosa mami",0,2016,4,24,18
"45222","Анатолий Крапивин","обычный блуд",0,2016,4,24,19
"45227","Дина Сабирова","Все очень эстетично. Просто девушка очень ""элегантно"" поднимает острые вопросы",1,2016,4,24,19
"45232","Alik UUmbetovv","көтіңді қысып отыршы сен. саған не жоқ. енді қалмағаны сен едің",0,2016,4,24,19
"45237","Шынгысхан Байниязов","Жеримизди сатылады деп халкымыз дурлигип жатканда, сиздин басыныздагы барлык проблема осы Секспа???",7,2016,4,24,19
"45242","Aizhan Balabekova","По тексту поста согласна, фото таких полно в ФБ.",0,2016,4,24,19
"45247","Aidos Zhusupov","https://youtu.be/7_wYv6Y21rg Масяня. Эпизод 19. Шоу-бизнес YOUTUBE.COM",0,2016,4,24,19
"45254","Олалимов Халмурат","Ты красива!!!!!",0,2016,4,24,19
"45259","Dauren Abishev","Если человек хочет обножится это его решение. Но это все равно не правильно я не поддерживаю. Если мы принемаем такое правильным то это подразумевает что и детям нужно говорить что это правильно? А у детей и подростков психика не сформированная. Какими они вырастут? Геями?",7,2016,4,24,19
"45264","Aknura Assylgaliyeva","Скоро Фестиваль в Алматы 😂",0,2016,4,24,20
"45269","Lilya Abdurashitova","дети вырастут такими,как их родители, а не такими- как люди их соц сетей! Не перекладывайте ответственность за детей на общественность! а еще странно то, что за фото столько шума(я знаю Асель, она очень приличная ), а где же все, когда каждую пятницу с любого кабака увозят в ""хлам пьяных"" увозят парни,с которыми знакомы час максимум, или которые напившись устраивают драки и снимают свои лифчики за шампанское на баре",2,2016,4,24,21
"45274","Алибек Исабаев","Голодная наверно девушка, надо чтобы кто нибудь ее ..... по обоюдному конечно)",4,2016,4,24,19
"45279","Рустам Кусаинов","Спрос наверное упал 😂здесь объвление пустила",1,2016,4,24,21
"45284","Юрана Ербулатова","Дешевка",4,2016,4,24,19
"45289","Арман Құлмырза","Қазақтын қызы не болды. Мына жақта жер дау болып жатса сен жаланаш болып турганын оте уят",4,2016,4,24,19
"45294","Alik UUmbetovv","шешеңді сігейн мал. қызыңа не тәрбие бересің. намыссыз ешақ",4,2016,4,24,19
"45299","Mustafa Aday","take off your mask😄",1,2016,4,24,19
"45304","Гания Алайдар","Идиотка мне тебя жаль",4,2016,4,24,19
"45309","Бейсенбай Мажитов","Мне кажется многие не поняли основной мысли Асель. Она призывает к цивилизованному отношению с казахским содержанием на современном уровне. Поддерживаю ее в плане уродливости понимания ""что можно , а что нельзя"" , пример с ",13,2016,4,24,19
"45314","Алибек Исабаев","Ее как девушку поддерживаю, а как доктора не знаю, все врачи у нас продажные, и не компетентные... только как бы больше денег содрать.......",1,2016,4,24,19
"45319","Айгерим Нуржантаева","Мына азғынды неге қайта қайта көрсетіп.... Тфу кәпір",2,2016,4,24,19
"45324","Galym Alimzhan","А что, я б вдул",0,2016,4,24,19
"45329","Saltanat Shine","атын шыкпаса жер орте деген....(((есть много способов высказываться и тд,но не обязательно при этом оголяться((жаль что мир стал на столтко туп,что кроме тела , темы секса больше не о чем писать...думаю в наше время казашки и так уже достаточно ""откры",3,2016,4,24,19
"45334","Anuar Alban Amireyev","А что она молодец! И зачем оскорблять! Правильно сказала! А тело ааагонь!",3,2016,4,24,19
"45339","Lena Karimova","Molodec!!!",1,2016,4,24,20
"45344","Ramoza Alim","Проститутка еваная ты не казашка отцу покажи пусть почупают",3,2016,4,24,20
"45349","Guljaina Harahat","Kazaktardanda osindai arsizdar bar bolgani ma",2,2016,4,24,20
"45354","Салтанат Нарбаева","Алладан қорық сен қыз.",3,2016,4,24,20
"45359","Marzhan Saga","казашкам ничего нельзя делать, ""уят болады"", зато казахам все можно, даже жениться в 5 раз ((((, вот такая вот дискриминация 😈😈😈",6,2016,4,24,20
"45364","Jak Sholpan","Jez ukshe sol dvneden jogal atak joigan mal",3,2016,4,24,20
"45369","Alex Gluas","Все казашкам можно. Тока писать стоя лучше ненадо.",0,2016,4,24,20
"45374","Жазира Хайнарбаева","Бар байлығым осы деп тұрғаны да... ия Алла қазағымның қыздарының ар абыройын сақтай гөр.",5,2016,4,24,20
"45379","Jamilya Kosai","Аумин!!!",0,2016,4,24,20
"45384","Karlygash Ertleuova","Смело",1,2016,4,24,20
"45389","Gulzhan Balkebayeva","Ай, молодец! Пишут тут о морали, а дай малейшую возможность пощупать и все, мораль напрочь забывается.",3,2016,4,24,20
"45394","Бакытнур Ныгымет","Баска калык Алакандай жер ушын киналып жатса сенын котын кимге керекееееей",7,2016,4,24,20
"45399","Мирзаахмад Мирабзалов","Очень красивое нежное фото!!",0,2016,4,24,20
"45404","Мирзаахмад Мирабзалов","Спс",1,2016,4,24,20
"45409","Мирзаахмад Мирабзалов","Семейное такое;)",1,2016,4,24,20
"45414","Шынгыс Хан Абу-Бакр","Бул адамнын бар проблемасы нафс пен шахуат болар, барлык еркектер митингкке кеткесин депресияга тусип 🤕🤕🤕жазып жатканы шыгар",3,2016,4,24,20
"45419","Bob Tkachenko","Хорошенькая)))",1,2016,4,24,20
"45424","Vlad Yakimov","Вот вы дикие",2,2016,4,24,20
"45429","Vlad Yakimov","Читаю комментарии и понимаю что люди крайне нетерпимым",0,2016,4,24,20
"45434","Токжан Сатыбалдина","Нормальная",2,2016,4,24,20
"45439","Zhuldyz Imanbayeva","Обнажиться еще не самый смелый поступок. У традиций есть история уходящая в глубь времен прошлого, значит в этом есть смысл. Нет того чего бы не смогла сделать женщина но чрезмерной гордыней она может навредить.",1,2016,4,24,20
"45444","Даурен Турманов","Мдааа",0,2016,4,24,20
"45449","Tatyana Lakhtina","Асель , вы совершенно правы на 100%! Замечательный пост! like emoticon",1,2016,4,24,20
"45454","Салтанат Куаншалина","Милая, ты красивая и хорошая.. , это доказывать всему обществу не обязательно, от того что ты разделась, ты прекраснее не станешь, доказывать надо самому себе, на этом авторитет не заработаешь, не обращай на мнение общества, просто живи правильно, правильно именно для Себя.....дорогая я желаю тебе только хорошего и лучшего...",4,2016,4,24,20
"45459","Myrzabek Bolatuly","Жогарыдагылар жер сатып акша тапса, мынауымыз арын сатып акша таппак. Жетискен екенбиз...",4,2016,4,24,20
"45464","Рамиль Турганов","Красивая😊😍😍😍😍",1,2016,4,24,20
"45469","Сергей Глушенко","оёёёёёёй)))))",0,2016,4,24,20
"45474","Тдк Тдкев","Ар уяттан безгендер коп кой ал дененди корсеттин не таптын",2,2016,4,24,21
"45479","Аика Жакипбекова","Арине дурыс сизбен толыктаи келисемин арсыз аке шешенин тарбиеси каида калды сонда",0,2016,4,24,21
"45484","Шерзод Мирзаев","Смело !!!И круто!!! Красота спасёт мир!!!",1,2016,4,24,21
"45489","Yuriy Ivanovich","Якісь жінки заклопотані пішли тільки про х@й і думають",1,2016,4,24,21
"45494","Berik Kadyrbekov","Ты скотина. Позор нации",5,2016,4,24,21
"45499","Assel Almatkyzy","Ужас... Вы переплюнули Бората, Асель. Кстати, у него точно такие же зеленые трусы.",6,2016,4,24,21
"45504","Андрей Съедин","Бората, вы похоже, не смотрели.",0,2016,4,24,23
"45509","Assel Almatkyzy","Андрей Съедин Даже книжка есть о Борате, Вы не знали???",0,2016,4,24,23
"45514","Galia Kozhabergenova","Маскара мынау осынын бары Аллахтын кахары ,Казыр елимизде болып жаткан !!!😡",2,2016,4,24,21
"45519","Assel Alimkhan","ДУРА! Мне жаль тебя!",3,2016,4,24,21
"45524","Айгерим Мухамбетжанова","Неге осындай кыздарды ортага шыгарып таспен атпайды казактын намысшыл жигиттери кайда? Кошеде корсе ату керек болды.бас катырып не бар соган",2,2016,4,24,21
"45529","Ильшат Зарипов","Всему постсоветскому пространству нужна десоветизация и дерелигиезация. Ну ребята, XXI век на дворе, запускаем ракеты на Луну, марс, Венеру, Плутон, изучаем сидя на своей крупинке под названием земля миллиарды удаленных на безумные расстояния галактики",6,2016,4,24,21
"45534","Абдрахман Нускабаев","Абдрахман Нускабаев Абдрахман Нускабаев's photo.",1,2016,4,24,21
"45540","Uygurchik Lyubimchik","Надо было трусики тоже снять и руку чуть подвинуть😁😁",0,2016,4,24,21
"45545","Рустам Кусаинов","Ты для среднестатечиского клиента. Я не знал что фэйсбук здесь проституцию рекламирует, что и здесь эти шлюхи с объявлениями поперли. Ууууууу, тогда опутился этот сайт.",2,2016,4,24,21
"45550","Tanya Fominova","Ну вам-то, как специалисту по проституткам виднее.",4,2016,4,24,22
"45555","Рустам Кусаинов","Конечно, я же мужик. И приходится пользоваться услугами вашими когда гости прилетают.",0,2016,4,24,23
"45560","Katyushka Antonova","Ирина Кочурова",0,2016,4,24,21
"45565","Alexey Abraham","Респект. Вполне себе нормальная (не тупая) симпатичная девушка.",0,2016,4,24,21
"45570","Saltanat Tegisova","☝️рейтинги растут Асель ,а репутация все ниже и ниже...👎",4,2016,4,24,21
"45575","Uygurchik Lyubimchik","Ей уже некуда ниже она уже опустилась ниже чем мы можем представить",0,2016,4,24,22
"45580","Victor Miller","И откуда у Вас данные о репутации?",0,2016,4,24,22
"45585","Uygurchik Lyubimchik","Была бы моя волья я бы тебя роздел и выкинул бы тебя как собаку и то у животных есть стыд а у тебя нету его",1,2016,4,24,21
"45590","Tanya Fominova","А с виду такой ванильный) Tanya Fominova's photo.",1,2016,4,24,22
"45596","Uygurchik Lyubimchik","Может ты и прова но знаешь то что она выстовила это неправельно она мусульманка если она была бы русской то это нормально можно понять ноэто хуже проститутсыы",0,2016,4,24,22
"45601","Madi Arysov","Красава!!!Не обращай внимания на моралистов и ханжей.В реальной жизни эти ханжи такое вытворяют,мама не горюй.",4,2016,4,24,21
"45606","Самал Сокпакбаева","Смелый вызов обществу! Местами спорный!",1,2016,4,24,21
"45611","Марат Жумабеков","Ақыры болды турсиыңды да шешпедіңбе.",1,2016,4,24,21
"45616","Nurlan Bekmuratov","Ты сейчас так думаешь что в этом ничего постыдного нет ! А вот когда у тебя появятся дети и они вырастут с этим вот тогда ты пожалеешь очень очень !",3,2016,4,24,21
"45621","Любовь Козаева","С годами ты поймешь,что делать вызов обществу глупо!общество разноцветно.главное это жить для себя,развиваться как личность,реализовать себя как женщина....а общество пусть живет по своим законам.есть базовые правила их знают все.выполняют немногие.",8,2016,4,24,21
"45626","Аика Жакипбекова","Ооо Алла мына казактын карапаиым кызы неликтен ар уяттан журдаи болган😔😔😔",2,2016,4,24,21
"45631","Earl Tlebaldy","Предлагаю Администрации Президента РК дать поручение Комитету связи, информатизации и информации блокировать страницы таких людей, порочащих честь казахских женщин! Дуры такие как она подражают западной ДЕРЬМОКРАТИИ и европейским ценностям. Демократия ",10,2016,4,24,21
"45636","Yekaterina Lektorovich","Да и еще налог утвердить на секс... Не говорите глупости...просто не обращайте внимание...Не уберечь уже нацию...все доступно...прививайте лучше принциппы и скромность своим детям....",1,2016,4,24,21
"45641","Victor Miller","Сколько у тебя было женщин. в плане секса? О своей чести задумайся, прежде чем рот раскрывать.",0,2016,4,24,21
"45646","Марат Жумабеков","Куда катится мир, сана қайда, ұятты ұмыттықой ағайын. Бұл не?",3,2016,4,24,21
"45651","Александр Кудряшов","молодец! ничего в этом постыдного нет",2,2016,4,24,21
"45656","Uygurchik Lyubimchik","Для русского может и нет а для мусульман это стыдно",0,2016,4,24,22
"45661","Александр Кудряшов","Uygurchik Lyubimchik причем тут национальность и вероисповедание? 21 век на дворе и надо на жизнь по новому смотреть,а не жить в каменном веке",0,2016,4,24,22
"45666","Диана Бермет","Мухаммед Али как-то, увидев свою дочь Хану в очень открытой одежде, сказал: - Хана, все ценное, что Бог сотворил в этом мире, укрыто и труднодоступно. Где можно найти бриллианты? Глубоко в земле, укрытыми и защищенными. Где можно найти жемчужины? Глубо",11,2016,4,24,21
"45671","Victor Miller","Ещё нефть, уголь и газ забыли.",1,2016,4,24,21
"45676","Yekaterina Lektorovich","Не знаю, так много взьелись... Ну подумаешь полуголая, ну подумаешь секс любит, что такого???... Мне кажется каждому за собой нужно следить! Считаешь не нормой такое, делай другое, что считаешь высокоморальным....зачем вся эта демагогия... Только девочке зря рейтинг подымаете....",1,2016,4,24,21
"45681","Uygurchik Lyubimchik","Это уже не девочка а монстор",0,2016,4,24,22
"45686","Yekaterina Lektorovich","Не на то обращаете внимание, перенаправили ьы свою агрессию куда нибудь в правильном направлении...Не знаю мусор не бросать, не харкать, беспокоится о экологии, о педофилах и насильников...вот кто монстр...А девочка просто оголилась, просто рейтинг се",2,2016,4,24,22
"45691","Алексей Коновалов","Молодец! Живи своей головой",0,2016,4,24,21
"45696","Молдир Карибаева","Мал шошка не мына тури маскара жетискен жерин осы шыгар",1,2016,4,24,21
"45701","Руслан Кибке","Каждый судит в меру своей испорченности, кто то видит искусство, кто то разврат, а кому то просто слабо и лишь автор знает, что там происходит, браво Асель! Лично я вижу красоту, котрой девушка поделилась с окружающим ее миром и не стоит ее за это судить.",9,2016,4,24,21
"45706","Uygurchik Lyubimchik","А если бы твоя жена или дочь сфоткалабы и опубликовалабы ты бы так же говорил бы а брат?",0,2016,4,24,22
"45711","Руслан Кибке","Это их выбор я не вправе его осуждать, главное чтобы им было больше 18, брат.",4,2016,4,24,22
"45716","Kim Dmitry","Как же грамотно сделан пиар ход. Все что нужно имеется, оголенные части тела, провокационный замысел поста. 17 тыс. лайков, куча просмотров, почти 6, 5 тыс комментариев, сколько перепостов. Думаю, тут блогеры нервно покуривают в сторонке. Мне кажется, ",2,2016,4,24,21
"45721","Eleuov Sultan","Красавица!!! Молодчина! Тема сексуальной-анатомии остро нужна нашим детям! Каждый кто читает, вспомните, как вы самообразовывались?! Кто вам объяснил куда вставлять свой пенис? И что делать с ним дальше? Как предохранятся? Как ПЛАНИРОВАТЬ детей?  Могу ",2,2016,4,24,22
"45727","Assel Almatkyzy","А на что в школе Анатомия? Вчера у племянницы в 8-ом классе был урок, учили как надевать презерватив, тренировались на банане. Вот! Дети есть дети, они поймут это по другому, с одной стороны говорят нельзя. А запретный плод всегда хочется попробовать. Так почему же нет, если есть презерватив? Значит можно и ничего плохого в этом нету. Вот так поймут нынешние дети. Не понять Вам, если Вы не воспитываете дочерей!",0,2016,4,24,22
"45732","Eleuov Sultan","Assel Almatkyzy Асель, восьмой класс!!!!!!!!! О чем вы вообще???? Это надо начинать в садике, как и что у нас в организме, на куклах! А презерватив надевать они в восьмом классе уже точно знают как! Ей 14 лет все таки, не будьте ханжой!",0,2016,4,24,22
"45737","Vitaly Salakhmir","Захотелось накормить.",1,2016,4,24,22
"45742","Anton Zhadchenko","Уезжают пусть в нашу сторону...😊",2,2016,4,24,22
"45747","Менслу Исламовна","Казак кыздарына жат кылык...синилим ау неге барша казактарды жерге каратасын....арынды сату улттынды сатумен тен емеспе?Жер сатылмасын деп айкайлап жатсак мына сенин турысын бабаларымыз айтканго""Ей алла бала бер....берсен сана бер.....Сана бермесен шет шетинен ала бер депти....сол айткан намыстан журдай болганша бир томпешик боп калмадынба?Уяттаййй.",5,2016,4,24,22
"45752","Alina Genova","Асель не боится негатива она их атакует smile emoticon",4,2016,4,24,22
"45757","Айгуль Шалабаева","Атакует под видом мужских имён ))",0,2016,4,24,22
"45762","Дмитрий Елисеев","Бедняжка",2,2016,4,24,22
"45767","Айдар Байбосынов","Маған ұнады.Тәніңнің корінісі әдемі екен,сипалағанда қандай екен",0,2016,4,24,22
"45772","Jainagul Xabdil","Сенинде осы кыздан асып турганын шамалы сиакты",0,2016,4,24,22
"45777","Айдар Байбосынов","Енді сұлулықты мойындау керек қой",0,2016,4,24,22
"45782","Карлыгаш Оспанова","Есть определенные устои и традиции, т.е.этнические особенности к разных народов.А еще есть моральные принципы,у каждого развитые по-своему.Так вот...есть еще и такая метафора:не греби и не плыви против течения-течение тебя задавит. Каждый выбирает свое направление в жизни.Главное,девочка,чтобы ты не сожалела об этом.Поскольку,я так поняла-ты еще не испытала радости материнства...",7,2016,4,24,22
"45787","Irina Mikhaylova","""Все в твоей голове""",0,2016,4,24,23
"45792","Карлыгаш Оспанова","Я говорю об обычных прописных истинах...",1,2016,4,24,23
"45797","Айдар Байбосынов","Келесі суретіңде толығырақ көрініс берсеңші.",1,2016,4,24,22
"45802","Alina Genova","Вам не хватает Лозунга как на картине про Французскую Революцию . Тогда будет обосновано и Морально вдвойне пусть убьются моралисты Асель Баяндарова Против аренды земли китайцами на 25 лет . Деп",0,2016,4,24,22
"45807","Alina Genova","Баяндарова Устрои Разрыв Сознания моралофагам Ты за или против аренды земли на 25 лет Китаем ?",0,2016,4,24,22
"45812","Дамира Бермагамбетова","Смело, девушка пожертвовала будущей, возможно, ситуацией объяснения детям, что повторять как мама не надо, чтобы сейчас просто выговорить о наболевшем. В Таразе парень жизни лишился, хотел понимания ,видимо у нас в КЗ дело совсем плохо. Я тоже чувствую",1,2016,4,24,22
"45817","Рустам Шамсиев","А на что смотреть то? Там и сисек-то нету😁😁😁",3,2016,4,24,22
"45822","Ai Rish","наслаждаюсь!...))",1,2016,4,24,22
"45827","Диана Бермет","Мухаммед Али как-то, увидев свою дочь Хану в очень открытой одежде, сказал: - Хана, все ценное, что Бог сотворил в этом мире, укрыто и труднодоступно. Где можно найти бриллианты? Глубоко в земле, укрытыми и защищенными. Где можно найти жемчужины? Глубо",17,2016,4,24,22
"45832","Irina Mikhaylova","О класс! Теперь будем жить по проповедям бывших боксеров больных Паркинсоном и принявших ислам!)) Душу с телом малость перепутал wink emoticon",2,2016,4,24,22
"45837","Assel Almatkyzy","Irina Mikhaylova А Вы и не живите. Этот пост Вас и не касался.",2,2016,4,24,23
"45842","Vera Pronina","Какая отсталая азиатская дикость в комментариях, фу) какое счастье, что я живу в России, а тут у нас мусульманки даже с Кавказа гуляют по мужикам в русских регионах и верно делают. Ханжество - в сторону, напополам с устаревшими религиями. Женщина должн",6,2016,4,24,22
"45847","Умбед Кобейулы","Ну правильно. По этому же россия",1,2016,4,24,23
"45852","Oraz Tuleshov","Кто ты такая чтобы оскарблять мой народ, мою нацию? Что ты знаешь о нас? Религия тут не причем. И на счет гасторбайтеров, ты берега попутала. Мерзость льется с твоих уст. Ты подобна вонючей свинье-грязная, безмозглая....",2,2016,4,24,23
"45857","Uygurchik Lyubimchik","Фуркат Мухиддинов",0,2016,4,24,22
"45862","Жанибек Молдабай","Айтеубир тускен сон нормально туспейсинбе тугел шешинип тастап.",2,2016,4,24,22
"45867","Алмаз Нысанбаев","А че трусики оставила то? И грудь прикрыла? Сфотай в фасад. Дура без мозгов. Хотя нет, мозги есть, судя по фото где то между ног он.",3,2016,4,24,22
"45872","Таншолпан Турлыбекова","Дура дурой что тут говорить",2,2016,4,24,22
"45877","Alinur Nurzhanov","Всё правильно. Вот только запреты эти должны исходить от самой себя. Каждый человек устанавливает для себя пределы дозволенного. Ваши пределы близки к распутности.",5,2016,4,24,22
"45882","Tema Tema","Почему близки...?",0,2016,4,24,23
"45887","Assel Nursultanova","Была б как катя усманова, можно было б оголяться, а такую посредственность то зачем!",2,2016,4,24,22
"45892","Raushan B. Sakhanova","Умница. Образованная, умная, самодостаточная, смелая, красивая женщина. Жги и наслаждайся жизнью пока молода like emoticon",2,2016,4,24,22
"45897","Ernar Toktybaev","Байы жоқ, баласы жоқ адам сияқты. Сондан шығар жасы қырыққа келседе әдебі жоқ. Бұндай адамдардан үлгі алуға болмайды. Мүмкін елеусіз қалдырғанымызда дұрыс болар. Ай қайран қазағым қайда азғырылып, азып - тозып бара жатырсың?",3,2016,4,24,22
"45902","Jainagul Xabdil","Бул ден сау адам емес ден сау адам болса турмас еди",2,2016,4,24,22
"45907","Кайрат Сапар","Кайрат Сапар Кайрат Сапар's photo.",3,2016,4,24,22
"45913","Nuraiym Dulatova","Рискованное фото, молодец!!!",2,2016,4,24,22
"45918","Shinar Baidauletova","Дура.",4,2016,4,24,22
"45923","Ivan Kirillov","Приятно познакомиться",1,2016,4,24,22
"45928","Салтанат Зарипова","бізге корсетпеяк коймайсынба сіңілім,ападемі екенсің,жат кылык бірак.",0,2016,4,24,22
"45933","Assiya Yermekova","Красавица ! 👍",2,2016,4,24,22
